龙肝麟脯	lóng gān lín fǔ
再实之木根必伤	zài shí zhī mù gēn bì shāng
再实之根必伤	zài shí zhī gēn bì shāng
再生之德	zài shēng zhī dé
再生父母	zài shēng fù mǔ
再三再四	zài sān zài sì
再接再砺	zài jiē zài lì
再接再厉	zài jiē zài lì
再合余烬	zài hé yú jìn
再蹈覆辙	zài dǎo fù zhé
再当冯妇	zài dāng féng fù
载舟覆舟	zài zhōu fù zhōu
载一抱素	zǎi yī bào sù
载欣载奔	zài xīn zài bēn
载笑载言	zài xiào zài yán
载驱载驰	zǎi qū zǎi chí
载酒问字	zài jiǔ wèn zì
载戢干戈	zài jí gān gē
载欢载笑	zǎi huān zǎi xiào
载鬼一车	zài guǐ yī chē
载歌载舞	zài gē zài wǔ
载歌且舞	zǎi gē qiě wǔ
载道怨声	zài dào yuàn shēng
载驰载驱	zǎi chí zǎi qū
载沉载浮	zài chén zài fú
宰相肚里行舟船	zǎi xiàng dù lǐ xíng zhōu chuán
宰相肚里能行船	zǎi xiàng dù lǐ néng xíng chuán
宰相肚里好撑船	zǎi xiàng dù lǐ hǎo chēng chuán
宰鸡教猴	zǎi jī jiào hóu
灾难深重	zāi nán shēn zhòng
灾梨祸枣	zāi lí huò zǎo
砸锅卖铁	zá guō mài tiě
杂学旁收	zá xué páng shōu
杂然相许	zá rán xiāng xǔ
杂七杂八	zá qī zá bā
杂七碎八	zá qī suì bā
杂乱无章	zá luàn wú zhāng
杂沓而至	zá tà ér zhì
杂采众说	zá cǎi zhòng shuō
咂嘴咂舌	zā zuǐ zā shé
咂嘴舔唇	zā zuǐ tiǎn chún
咂嘴弄舌	zā zuǐ nòng shé
咂嘴弄唇	zā zuǐ nòng chún
蕴奇待价	yùn qí dài jià
韫玉待价	yùn yù dài jià
韫椟未酤	yùn dú wèi gū
韫椟而藏	yùn dú ér cáng
韫椟待价	yùn dú dài jià
韫椟藏珠	yùn dú cáng zhū
缊袍不耻	yùn páo bù chǐ
缊褐瓢箪	hé hè piáo dān
酝藉风流	yùn jiè fēng liú
运拙时艰	yùn zhuō shí jiān
运拙时乖	yùn zhuō shí guāi
运转时来	yùn zhuǎn shí lái
运智铺谋	yùn zhì pù móu
运之掌上	yùn zhī zhǎng shàng
运用自如	yùn yòng zì rú
运用之妙，在于一心	yùn yòng zhī miào，zài yú yī xīn
运用之妙，存乎一心	yùn yòng zhī miào ，cún hū yī xīn
运移时易	yùn yí shí yì
运旺时盛	yùn wàng shí shèng
运开时泰	yùn kāi shí tai
运斤如风	yùn jīn rú fēng
运斤成风	yùn jīn chéng fēng
运蹇时乖	yùn jiǎn shí guāi
运蹇时低	yùn jiǎn shí dī
运计铺谋	yùn jì pù móu
运乖时蹇	yùn guāi shí jiǎn
运斧般门	yùn fǔ bān mén
运掉自如	yùn diào zì rú
运筹制胜	yùn chóu zhì shèng
运筹演谋	yùn chóu yǎn móu
运筹帷帐	yùn chóu wéi zhàng
运筹帷幄之中，决胜千里之外	yùn chóu wéi wò zhī zhōng，jué shèng qiān lǐzhīwài
运筹帷幄，决胜千里	yùn chóu wéi wò，jué shèng qiān lǐ
运筹帏幄	yùn chóu wéi wò
运筹设策	yùn chóu shè cè
运筹千里	yùn chóu qiān lǐ
运筹决算	yùn chóu jué suàn
运筹决胜	yùn chóu jué shèng
运筹决策	yùn chóu jué cè
运筹借箸	yùn chóu jiè zhù
运筹建策	yùn chóu jiàn cè
运筹画策	yùn chóu huà cè
运筹出奇	yùn chóu chū qí
运策帷幄	yùn cè wéi wò
运策决机	yùn cè jué jī
孕大含深	yùn dà hán shēn
殒身碎首	yǔn shēn suì shǒu
殒身不恤	yǔn shēn bù xù
陨身糜骨	yǔn shēn mí gǔ
陨雹飞霜	yǔn báo fēi shuāng
允执其中	yǔn zhí qí zhōng
允执厥中	yǔn zhí jué zhōng
允文允武	yǔn wén yǔn wǔ
允理惬情	yǔn lǐ qiè qíng
允恭克让	yǔn gōng kè ràng
芸芸众生	yún yún zhòng shēng
匀脂抹粉	yún zhī mò fěn
匀红点翠	yún hóng diǎn cuì
云中仙鹤	yún zhōng xiān hè
云中白鹤	yún zhōng bái hè
云蒸霞蔚	yún zhēng xiá wèi
云蒸雾集	yún zhēng wù jí
云蒸泉涌	yún zhēng quán yǒng
云蒸龙变	yún zhēng lóng biàn
云蒸础润	yún zhēng chǔ rùn
云遮雾障	yún zhē wù zhàng
云雨巫山	yún yǔ wū shān
云雨高唐	yún yǔ gāo táng
云游天下	yún yóu tiān xià
云尤雨殢	yún yóu yǔ zhú
云涌雾集	yún yǒng wù jí
云涌风飞	yún yǒng fēng fēi
云涌飙发	yún yǒng biāo fā
云烟过眼	yún yān guò yǎn
云行雨施	yún xíng yǔ shī
云行雨洽	yún xíng yǔ qià
云兴霞蔚	yún xīng xiá wèi
云心月性	yún xīn yuè xìng
云心水性	yún xīn shuǐ xìng
云心鹤眼	yún xīn hè yǎn
云消雨散	yún xiāo yǔ sàn
云消雾散	yún xiāo wù sàn
云雾之盛，顷刻而讫	yún wù zhī shèng，qǐng kè ér qì
云蔚霞起	yún wèi xiá qǐ
云屯雨集	yún tún yǔ jí
云屯蚁聚	yún tún yǐ jù
云屯星聚	yún tún xīng jù
云屯席卷	yún tún xí juàn
云屯雾散	yún tún wù sàn
云屯雾集	yún tún wù jí
云屯森立	yún tún sēn lì
云屯鸟散	yún tún niǎo sàn
云屯飙散	yún tún biāo sàn
云天雾地	yún tiān wù dì
云天高谊	yún tiān gāo yì
云树之思	yún shù zhī sī
云树遥隔	yún shù yáo gé
云舒霞卷	yún shū xiá juàn
云收雨散	yún shōu yǔ sàn
云散高唐	yún sàn gāo táng
云散风流	yún sàn fēng liú
云容月貌	yún róng yuè mào
云扰幅裂	yún rǎo fú liè
云趋鹜赴	yún qū wù fù
云情雨意	yún qíng yǔ yì
云起雪飞	yún qǐ xuě fēi
云起龙骧	yún qǐ lóng xiāng
云起龙襄	yún qǐ lóng xiāng
云期雨约	yún qī yǔ yuē
云期雨信	yún qī yǔ xìn
云泥之差	yún ní zhī chà
云泥之别	yún ní zhī bié
云泥异路	yún ní yì lù
云泥殊路	yún ní shū lù
云泥分隔	yún ní fēn gé
云迷雾罩	yún mí wù zhào
云迷雾锁	yún mí wù suǒ
云梦闲情	yún mèng xián qíng
云罗天网	yún luó tiān wǎng
云龙鱼水	yún lóng yú shuǐ
云龙井蛙	yún lóng jǐng wā
云龙风虎	yún lóng fēng hǔ
云开雾释	yún kāi wù shì
云开雾散	yún kāi wù sàn
云开日出	yún kāi rì chū
云开见天	yún kāi jiàn tiān
云开见日	yún kāi jiàn rì
云谲波诡	yún jué bō guǐ
云净天空	yún jìng tiān kōng
云锦天章	yún jǐn tiān zhāng
云阶月地	yún jiē yuè dì
云娇雨怯	yún jiāo yǔ qiè
云交雨合	yún jiāo yǔ hé
云集响应	yún jí xiǎng yīng
云集雾散	yún jí wù sàn
云集景附	yún jí jǐng fù
云集景从	yún jí jǐng cóng
云鬟雾鬓	yún huán wù bìn
云合响应	yún hé xiǎng yīng
云合雾集	yún hé wù jí
云合景从	yún hé jǐng cóng
云过天空	yún guò tiān kōng
云飞雨散	yún fēi yǔ sàn
云飞烟灭	yún fēi yān miè
云飞泥沉	yún fēi ní chén
云翻雨覆	yún fān yǔ fù
云端里看厮杀	yún duān lǐ kàn sī shā
云淡风轻	yún dàn fēng qīng
云从龙，风从虎	yún cóng lóng，fēng cóng hǔ
云次鳞集	yún cì lín jí
云垂海立	yún chuí hǎi lì
云窗月帐	yún chuāng yuè zhàng
云窗月户	yún chuāng yuè hù
云窗霞户	yún chuāng xiá hù
云窗雾槛	yún chuāng wù kǎn
云窗雾阁	yún chuāng wù gé
云愁雨怨	yún chóu yǔ yuàn
云愁雨恨	yún chóu yǔ hèn
云愁雾惨	yún chóu wù cǎn
云愁海思	yún chóu hǎi sī
云程万里	yún chéng wàn lǐ
云程发轫	yún chéng fā rèn
云车风马	yún chē fēng mǎ
云布雨施	yún bù yǔ shī
云布雨润	yún bù yǔ rùn
云奔雨骤	yún bēn yǔ zhòu
云奔潮涌	yún bēn cháo yǒng
云悲海思	yún bēi hǎi sī
晕晕忽忽	yūn yūn hū hū
晕晕乎乎	yūn yūn hū hū
晕头转向	yūn tóu zhuàn xiàng
越俎代庖	yuè zǔ dài páo
越俎代谋	yuè zǔ dài móu
越瘦吴肥	yuè shòu wú féi
越瘦秦肥	yuè shòu qín féi
越人肥瘠	yuè rén féi jí
越女齐姬	yuè nǚ qí jī
越鸟南栖	yuè niǎo nán qī
越鸟巢南枝	yuè niǎo cháo nán zhī
越瘠秦视	yuè jí qín shì
越古超今	yuè gǔ chāo jīn
越扶越醉	yuè fú yuè zuì
越凫楚乙	yuè fú chǔ yǐ
越凡遗世	yuè fán yí shì
越次躐等	yuè cì liè děng
越次超伦	yuè cì chāo lún
粤犬吠雪	yuè quǎn fèi xuě
跃跃纸上	yuè yuè zhǐ shàng
跃跃欲试	yuè yuè yù shì
跃然纸上	yuè rán zhǐ shàng
跃马扬鞭	yuè mǎ yáng biān
跃马弯弓	yuè mǎ wān gōng
阅人多矣	yuè rén duō yǐ
悦心娱目	yuè xīn yú mù
悦目娱心	yuè mù yú xīn
悦目赏心	yuè mù shǎng xīn
悦近来远	yuè jìn lái yuǎn
岳峙渊渟	yuè zhì yuān zī
岳镇渊渟	yuè zhèn yuān shēng
岳岳荦荦	yuè yuè luò luò
岳岳磊磊	yuè yuè lěi lěi
刖足适屦	yuè zú shì jù
刖趾适履	yuè zhǐ shì lǚ
刖趾适屦	yuè zhǐ shì jù
月坠花折	yuè zhuì huā shé
月中折桂	yuè zhōng shé guì
月中聚雪	yuè zhōng jù xuě
月值年灾	yuè zhí nián zāi
月章星句	yuè zhāng xīng jù
月晕主风	yuè yùn zhǔ fēng
月晕知风，础润知雨	yuè yūn zhī fēng，chǔ rùn zhī yǔ
月晕而风，础润而雨	yuè yūn ér fēng，chǔ rùn ér yǔ
月晕础润	yuè yūn chǔ rùn
月约星期	yuè yuē xīng qī
月圆花好	yuè yuán huā hǎo
月异日新	yuè yì rì xīn
月夜花朝	yuè yè huā zhāo
月衔半规	yuè xián bàn guī
月下星前	yuè xià xīng qián
月下老人	yuè xià lǎo rén
月下老儿	yuè xià lǎo ér
月下花前	yuè xià huā qián
月下风前	yuè xià fēng qián
月夕花晨	yuè xī huā chén
月夕花朝	yuè xī huā zhāo
月书赤绳	yuè shū chì shéng
月缺重圆	yuè quē chóng yuán
月缺难圆	yuè quē nán yuán
月缺花残	yuè quē huā cán
月明星稀	yuè míng xīng xī
月明如昼	yuè míng rú zhòu
月明如水	yuè míng rú shuǐ
月明千里	yuè míng qiān lǐ
月明风清	yuè míng fēng qīng
月眉星眼	yuè méi xīng yǎn
月没参横	yuè méi cān héng
月貌花容	yuè mào huā róng
月貌花庞	yuè mào huā páng
月满花香	yuè mǎn huā xiāng
月落星沉	yuè luò xīng chén
月落乌啼	yuè luò wū tí
月落参横	yuè luò cān héng
月露之体	yuè lù zhī tǐ
月露风云	yuè lù fēng yún
月里嫦娥	yuè lǐ cháng é
月朗星稀	yuè lǎng xīng xī
月朗风清	yuè lǎng fēng qīng
月黑风高	yuè hēi fēng gāo
月过中秋	yuè guò zhōng qiū
月光如水	yuè guāng rú shuǐ
月儿弯弯照九州，几家欢乐几家愁	yuè ér wānwān zhàojiǔzhōu，jījiā huānlè jījiāchóu
月锻季炼	yuè duàn jì liàn
月地云阶	yuè dì yún jiē
月旦春秋	yuè dàn chūn qiū
月闭花羞	yuè bì huā xiū
月白风清	yuè bái fēng qīng
栎阳雨金	lì yáng yǔ jīn
哕心沥血	yuě xīn lì xuè
约法三章	yuē fǎ sān zhāng
约定俗成	yuē dìng sú chéng
约车治装	yuē chē zhì zhuāng
愿闻显据，以核理实	yuàn wén xiǎn jù，yǐ hé lǐ shí
愿受长缨	yuàn shòu cháng yīng
怨天怨地	yuàn tiān yuàn dì
怨天尤人	yuàn tiān yóu rén
怨天忧人	yuàn tiān yóu rén
怨声载路	yuàn shēng zài lù
怨声载道	yuàn shēng zài dào
怨声盈路	yuàn shēng yíng lù
怨声满道	yuàn shēng mǎn dào
怨入骨髓	yuàn rù gǔ suǐ
怨气满腹	yuàn qì mǎn fù
怨气冲天	yuàn qì chōng tiān
怨女旷夫	yuàn nǚ kuàng fū
怨离惜别	yuàn lí xī bié
怨旷思归	yuàn kuàng sī guī
怨家债主	yuàn jiā zhài zhǔ
怨府祸梯	yuàn fǔ huò tī
怨词詈语	yuàn cí lì yǔ
远走高飞	yuǎn zǒu gāo fēi
远瞩高瞻	yuǎn zhǔ gāo zhān
远至迩安	yuǎn zhì ěr ān
远在天边，近在眼前	yuǎn zài tiān biān，jìn zài yǎn qián
远在千里，近在目前	yuǎn zài qiān lǐ，jìn zài mù qián
远引深潜	yuǎn yǐn shēn qián
远引曲喻	yuǎn yǐn qū yù
远行无急步	yuǎn xíng wú jí bù
远图长虑	yuǎn tú cháng lǜ
远溯博索	yuǎn sù bó suǒ
远水难救近火	yuǎn shuǐ nán jiù jìn huǒ
远水救不了近火	yuǎn shuǐ jiù bù liǎo jìn huǒ
远水救不得近渴	yuǎn shuǐ jiù bù dé jìn kě
远水救不得近火	yuǎn shuǐ jiù bù dé jìn huǒ
远水解不了近渴	yuǎn shuǐ jiě bù liǎo jìn kě
远水不救近火	yuǎn shuǐ bù jiù jìn huǒ
远水不解近渴	yuǎn shuǐ bù jiě jìn kě
远涉重洋	yuǎn shè chóng yáng
远山芙蓉	yuǎn shān fú róng
远求骐骥	yuǎn qiú qí jì
远亲近友	yuǎn qīn jìn yǒu
远亲不如近邻	yuǎn qīn bù rú jìn lín
远年近岁	yuǎn nián jìn suì
远年近日	yuǎn nián jìn rì
远谋深算	yuǎn móu shēn suàn
远门近枝	yuǎn mén jìn zhī
远虑深思	yuǎn lǜ shēn sī
远虑深谋	yuǎn lǜ shēn móu
远虑深计	yuǎn lǜ shēn jì
远来和尚好看经	yuǎn lái hé shàng hǎo kàn jīng
远来的和尚会念经	yuǎn lái dé hé shàng huì niàn jīng
远举高飞	yuǎn jǔ gāo fēi
远井不解近渴	yuǎn jǐng bù jiě jìn kě
远近驰名	yuǎn jìn chí míng
远交近攻	yuǎn jiāo jìn gōng
远见卓识	yuǎn jiàn zhuó shí
远见明察	yuǎn jiàn míng chá
远怀近集	yuǎn huái jìn jí
远害全身	yuǎn hài quán shēn
远隔重洋	yuǎn gé chóng yáng
远垂不朽	yuǎn chuí bù xiǔ
远处夸称，近方卖弄	yuǎn chù kuā chēng，jìn fāng mài nòng
远愁近虑	yuǎn chóu jìn lǜ
远不间亲	yuǎn bù jiàn qīn
猿穴坏山	yuán xué huài shān
猿啼鹤怨	yuán tí hè yuàn
猿啼鹤唳	yuán tí hè lì
猿惊鹤怨	yuán jīng hè yuàn
猿猴取月	yuán hóu qǔ yuè
猿鹤沙虫	yuán hè shā chóng
猿鹤虫沙	yuán hè chóng shā
猿藏熊缘	yuán cáng xióng yuán
猿臂之势	yuán bì zhī shì
猿悲鹤怨	yuán bēi hè yuàn
源远流长	yuán yuǎn liú cháng
源远根深	yuán yuǎn gēn shēn
源源而来	yuán yuán ér lái
源源不绝	yuán yuán bù jué
源源不竭	yuán yuán bù jié
源源不断	yuán yuán bù duàn
源源本本	yuán yuán běn běn
源头活水	yuán tóu huó shuǐ
源殊派异	yuán shū pài yì
源深流长	yuán shēn liú cháng
源泉万斛	yuán quán wàn hú
源清流清	yuán qīng liú qīng
源清流净	yuán qīng liú jìng
源清流洁	yuán qīng liú jié
源广流长	yuán guǎng liú cháng
鼋鸣鳖应	yuán míng biē yìng
缘文生义	yuán wén shēng yì
缘情体物	yuán qíng tǐ wù
缘悭一面	yuán qiān yī miàn
缘悭命蹇	yuán qiān mìng jiǎn
缘悭分浅	yuán qiān fèn qiǎn
缘木希鱼	yuán mù xī yú
缘木求鱼	yuán mù qiú yú
缘名失实	yuán míng shī shí
缘鹄饰玉	yuán hú shì yù
缘薄分浅	yuán bó fèn qiǎn
援之以手	yuán zhī yǐ shǒu
援引荐举	yuán yǐn jiàn jǔ
援疑质理	yuán yí zhì lǐ
援溺振渴	yuán nì zhèn kě
援古证今	yuán gǔ zhèng jīn
援古刺今	yuán gǔ cì jīn
援鳖失龟	yuán biē shī guī
援笔立就	yuán bǐ lì jiù
援笔立成	yuán bǐ lì chéng
援笔而就	yuán bǐ ér jiù
援笔成章	yuán bǐ chéng zhāng
袁安高卧	yuán ān gāo wò
圆凿方枘	yuán záo fāng ruì
圆首方足	yuán shǒu fāng zú
圆木警枕	yuán mù jǐng zhěn
圆颅方趾	yuán lú fāng zhǐ
圆孔方木	yuán kǒng fāng mù
圆冠方领	yuán guān fāng lǐng
圆顶方趾	yuán dǐng fāng zhǐ
原原委委	yuán yuán wěi wěi
原原本本	yuán yuán běn běn
原宥海涵	yuán yòu hǎi hán
原形毕露	yuán xíng bì lòu
原形败露	yuán xíng bài lù
原隰衍沃	yuán xí yǎn wò
原始要终	yuán shǐ yào zhōng
原始见终	yuán shǐ jiàn zhōng
原始反终	yuán shǐ fǎn zhōng
原来如此	yuán lái rú cǐ
原封未动	yuán fēng wèi dòng
原封不动	yuán fēng bù dòng
原璧归赵	yuán bì guī zhào
原本穷末	yuán běn qióng mò
沅芷湘兰	yuán zhǐ xiāng lán
沅芷澧兰	yuán zhǐ lǐ lán
沅江九肋	yuán jiāng jiǔ lèi
沅茞澧兰	yuán zhǐ lǐ lán
元元之民	yuán yuán zhī mín
元元本本	yuán yuán běn běn
元凶首恶	yuán xiōng shǒu è
元凶巨恶	yuán xiōng jù è
元戎启行	yuán róng qǐ xíng
元龙豪气	yuán lóng háo qì
元龙高卧	yuán lóng gāo wò
元经秘旨	yuán jīng mì zhǐ
元亨利贞	yuán hēng lì zhēn
元方季方	yuán fāng jì fāng
元恶未枭	yuán è wèi xiāo
元恶大奸	yuán è dà jiān
元恶大憝	yuán è dà duì
鹓鹭成行	yuān lù chéng háng
鹓动鸾飞	yuān dòng luán fēi
鹓班鹭序	yuān bān lù xù
渊源有自来	yuān yuán yǒu zì lái
渊蜎蠖伏	yuān yuān huò fú
渊鱼丛爵	yuān yú cóng jué
渊涌风厉	yuān yǒng fēng lì
渊图远算	yuān tú yuǎn suàn
渊渟泽汇	yuān tíng zé huì
渊渟岳峙	yuān tíng yuè zhì
渊渟岳立	yuān tíng yuè lì
渊停山立	yuān tíng shān lì
渊清玉絜	yuān qīng yù gōng
渊谋远略	yuān móu yuǎn lüè
渊涓蠖濩	yuān juān huò shī
鸳俦凤侣	yuān chóu fèng lǚ
眢井瞽人	yuān jǐng gǔ rén
冤冤相报	yuān yuān xiāng bào
冤有头，债有主	yuān yǒu tóu，zhài yǒu zhǔ
冤天屈地	yuān tiān qū dì
冤如巷伯	yuān rú xiàng bó
冤假错案	yuān jiǎ cuò àn
冤家宜解不宜结	yuān jiā yí jiě bù yí jié
冤家路窄	yuān jiā lù zhǎi
冤家路狭	yuān jiā lù xiá
冤家可解不可结	yuān jiā kě jiě bù kě jié
冤家对头	yuān jiā duì tóu
冤各有头，债各有主	yuān gè yǒu tóu，zhai gè yǒu zhǔ
冤仇可解不可结	yuān chóu kě jiě bù kě jié
鸢肩鹄颈	yuān jiān hú jǐng
鸢肩羔膝	yuān jiān gāo xī
鸢肩豺目	yuān jiān chái mù
鸢飞鱼跃	yuān fēi yú yuè
鸢飞戾天	yuān fēi lì tiān
鸢堕腐鼠	yuān duò fǔ shǔ
鬻声钓世	yù shēng diào shì
鬻驽窃价	yù nú qiè jià
鬻矛誉盾	yù máo yù dùn
鬻良杂苦	yù liáng zá kǔ
鬻鸡为凤	yù jī wéi fèng
鬻官卖爵	yù guān mài jué
鬻儿卖女	yù ér mài nǚ
鬻宠擅权	yù chǒng shàn quán
鹬蚌相争，坐收渔翁之利	yù bàng xiāng zhēng，zuò shōu yú wēng zhī lì
鹬蚌相争，渔翁得利	yù bàng xiāng zhēng，yú wēng dé lì
鹬蚌相争，渔人获利	yù bàng xiāng zhēng，yú rén huò lì
鹬蚌相危	yù bàng xiāng wēi
鹬蚌相斗	yù bàng xiāng dòu
鹬蚌相持，渔翁得利	yù bàng xiāng chí，yú wēng dé lì
鹬蚌相持，渔人得利	yù bàng xiāng chí，yú rén dé lì
毓子孕孙	yù zǐ yùn sūn
誉望所归	yù wàng suǒ guī
誉塞天下	yù sāi tiān xià
誉满杏林	yù mǎn xìng lín
誉满天下	yù mǎn tiān xià
誉满寰中	yù mǎn huán zhōng
誉过其实	yù guò qí shí
遇物持平	yù wù chí píng
遇文王施礼乐，遇桀纣动干戈	yù wén wáng shī lǐ yuè，yù jié zhòu dòng gān gē
遇水架桥	yù shuǐ jià qiáo
遇事生风	yù shì shēng fēng
遇事生端	yù shì shēng duān
遇事风生	yù shì fēng shēng
遇事掣肘	yù shì chè zhǒu
遇人不淑	yù rén bù shū
遇难呈祥	yù nàn chéng xiáng
遇难成祥	yù nán chéng xiáng
裕民足国	yù mín zú guó
裕后光前	yù hòu guāng qián
裕国足民	yù guó zú mín
御用文人	yù yòng wén rén
御下蔽上	yù xià bì shàng
御驾亲征	yù jià qīn zhēng
御沟流叶	yù gōu liú yè
御沟红叶	yù gōu hóng yè
御敌于国门之外	yù dí yú guó mén zhī wài
寓意深长	yù yì shēn cháng
寓言十九	yù yán shí jiǔ
寓情于景	yù qíng yú jǐng
寓兵于农	yù bīng yú nóng
寓贬于褒	yù biǎn yú bāo
喻之以理	yù zhī yǐ lǐ
欲益反损	yù yì fǎn sǔn
欲益反弊	yù yì fǎn bì
欲要人不知，除非己莫为	yù yào rén bù zhī，chú fēi jǐ mò wéi
欲扬先抑	yù yáng xiān yì
欲言又止	yù yán yòu zhǐ
欲言无声	yù yán wú shēng
欲速则不达	yù sù zé bù dá
欲速不达	yù sù bù dá
欲说还休	yù shuō hái xiū
欲人勿知，莫若勿为	yù rén wù zhī，mò ruò wù wéi
欲人勿闻，莫若勿言	yù rén wù wén， mò ruò wù yán
欲取姑与	yù qǔ gū yǔ
欲穷千里目，更上一层楼	yù qióng qiān lǐ mù，gèng shàng yī céng lóu
欲擒故纵	yù qín gù zòng
欲加之罪，何患无辞	yù jiā zhī zuì，hé huàn wú cí
欲壑难填	yù hè nán tián
欲盖弥彰	yù gài mí zhāng
欲盖而彰	yù gài ér zhāng
欲不可纵	yù bù kě zòng
欲罢不能	yù bà bù néng
预搔待痒	yù sāo dài yǎng
浴血战斗	yù xuè zhàn dòu
浴血奋战	yù xuè fèn zhàn
狱货非宝	yù huò fēi bǎo
郁郁青青	yù yù qīng qīng
郁郁芊芊	yù yù qiān qiān
郁郁累累	yù yù lěi lěi
郁郁寡欢	yù yù guǎ huān
郁郁葱葱	yù yù cōng cōng
郁郁苍苍	yù yù cāng cāng
郁郁不乐	yù yù bù lè
郁抑不申	yù yì bù shēn
郁肉漏脯	yù ròu lòu fǔ
饫闻厌见	yù wén yàn jiàn
饫甘餍肥	yù gān yàn féi
吁天呼地	yù tiān hū dì
玉走金飞	yù zǒu jīn fēi
玉柱擎天	yù zhù qíng tiān
玉质金相	yù zhì jīn xiàng
玉枝金叶	yù zhī jīn yè
